Imputar,Marca temporal,Fecha de nacimiento,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29
Sí,7/25/2024 15:56:29,1/18/2007,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,SI,"DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES, ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN",NO,
Sí,7/25/2024 15:57:09,9/11/2006,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,SI,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,SI,,,NO,,"EN EL AULA, OTROS LUGARES DE LA INSTITUCIÓN EDUCATIVA",SI,,,NO,SI,"ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN, ",NO,
Sí,7/25/2024 15:57:16,7/25/2024,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,Nada,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, EXPRESIÓN DE GÉNERO",,SI,NO,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,
Sí,7/25/2024 15:57:22,10/17/2006,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,NO,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,SI,"INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,IDENTIDAD DE GÉNERO,,NO,SI,"DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES, ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN",SI,"TALLERES, CHARLAS INFORMATIVAS, CHARLAS PREVENTIVAS"
Sí,7/25/2024 15:58:02,10/26/2006,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,"DIRECTIVOS, DOCENTES, ESTUDIANTES",NO,NO,"EMPUJONES, NO EXPERIMENTÉ VIOLENCIA/AGRESIONES",SI,"DEFENDERTE CON FIRMEZA, PERO SIN EJERCER VIOLENCIA, DEFENDERTE VIOLENTAMENTE (CON INSULTOS, GOLPES, ETC.)",NO,NO,SI,NO,,BAÑOS O VESTUARIOS,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,SI,REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS,NO,
Sí,7/25/2024 15:58:51,9/5/2006,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,Nada,NO,Nada,NO,NO,SI,NO,Nada,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL,,SI,NO,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,OTRAS
Sí,7/25/2024 15:58:52,6/30/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,Nada ,NO,Nada,NO,NO,SI,NO,Nada,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA",,SI,NO,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,OTRAS
Sí,7/25/2024 15:59:56,4/30/2006,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,CONSTANTEMENTE,ESTUDIANTES,NO,NO,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,IDENTIDAD DE GÉNERO,,SI,SI,"ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN, GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO",NO,
Sí,7/25/2024 16:00:19,4/18/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,"BURLAS/CHISTES, OTRAS SITUACIONES DE VIOLENCIA Y DISCRIMINACIÓN",NO,,NO,NO,SI,SI,"INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",PASILLOS,SI,"IDENTIDAD DE GÉNERO, EXPRESIÓN DE GÉNERO, Patrones hegemónicos",,SI,NO,"DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES, ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN, GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO",NO,
Sí,7/25/2024 16:01:44,8/22/2006,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,NO,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, NUEVAS MASCULINIDADES",,SI,SI,REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS,NO,
No,3/16/2024 14:27:19,11/6/2003,20,Lesbiana,No,No,Lesbiana,Secundaria,Universidad estatal,Salta,Constantementes,Estudiantes,Sí,No,"Insultos, Apodos, Burlas/Chistes, Gestos Intimidantes, Empujones, Amenazas, Golpes, Ciberbullying (Reenvío De Fotos; Memes; Stickers En Whatsapp; Etc.), Acoso Sexual (Que Te Toque; Te Fotografíen; Etc.)",Sí,Faltar A Clases Por Miedo,Sí,Sí,No,No,"Uniforme/Vestimenta, Indicar El Largo Y La Forma De Peinar El Cabello, Prácticas Deportivas Separadas Por Varón/Mujer, Organización En La Formación/Filas, Planillas De Asistencia Discriminada Por Varón/Mujer, Las Normas Respecto Al Uso De Maquillaje Y/O Accesorios “No Correspondientes” Al Binomio Varón/Mujer","Baños O Vestuarios, Campo Deportivo/Gimnasio",No,,"Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Orientación Vocacional Para Personas Trans/No Binaries",No,No,Generar Redes De Acompañamiento Y Asesoramiento,No,
Sí,7/25/2024 16:08:04,7/30/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,MOLINOS,A VECES,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,SI,"LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN), UNIFORME/VESTIMENTA",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,ORIENTACIÓN SEXUAL,,NO,NO,REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS,NO,OTRAS
Sí,7/25/2024 16:08:10,4/29/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,MOLINOS,A VECES,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,NO,LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN),NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,ORIENTACIÓN SEXUAL,,SI,SI,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,CHARLAS INFORMATIVAS
Sí,7/25/2024 16:08:28,6/26/2004,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,BURLAS/CHISTES,NO,"DENUNCIAR ESTAS SITUACIONES ANTE LAS AUTORIDADES DEL ESTABLECIMIENTO, DENUNCIAR ANTE LA JUSTICIA, AVISAR DE ESTAS SITUACIONES EN LA CASA",NO,NO,NO,NO,LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER,"PASILLOS, PATIO",SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,NO,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,OTRAS
Sí,7/25/2024 16:10:17,6/21/2008,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,A VECES,ESTUDIANTES,NO,NO,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,NO,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,
No,3/27/2024 11:58:32,8/8/2004,20,Mujer trans,No,Sí,Heterosexual,Secundaria,Universidad estatal,Salta,A veces,Estudiantes,No,,"Burlas/Chistes, Ciberbullying (Reenvío De Fotos; Memes; Stickers En Whatsapp; Etc.), Acoso Sexual (Que Te Toque; Te Fotografíen; Etc.)",No,,No,,No,No,,,No,,"Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Orientación Vocacional Para Personas Trans/No Binaries",No,No,"Organizar Campañas De Sensibilización E Información, Generar Redes De Acompañamiento Y Asesoramiento",No,
Sí,7/25/2024 16:11:51,2/13/2008,,Mujer cis,TRUE,Sí,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,MOLINOS,A VECES,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,NO,Ninguna ,"EN EL AULA, DIRECCIÓN",SI,"IDENTIDAD DE GÉNERO, ",,SI,SI,"DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES, ",SI,TALLERES
No,7/25/2024 21:37:44,12/12/2003,20,Mujer cis,Sí,No,Bisexual,Secundaria,Secundario estatal,Salta,A veces,Estudiantes,Sí,,Ciberbullying (Reenvío De Fotos; Memes; Stickers En Whatsapp; Etc.),No,No Reaccionaste Ante Estas Situaciones,Sí,No,Sí,No,,Otros Lugares De La Institución Educativa,Sí,Ninguno De Los Temas Anteriores,"Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva",No,No,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Realizar Mediaciones Entre Las Partes Involucradas, Organizar Campañas De Sensibilización E Información, Generar Redes De Acompañamiento Y Asesoramiento",No,
Sí,7/25/2024 16:14:07,4/14/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SAN ANTONIO DE LOS COBRES,CONSTANTEMENTE,ESTUDIANTES,SI,SI,"INSULTOS, APODOS",SI,"AVISAR DE ESTAS SITUACIONES EN LA CASA, FALTAR A CLASES POR MIEDO",NO,SI,NO,NO,,EN EL AULA,SI,ORIENTACIÓN SEXUAL,,NO,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/25/2024 16:14:11,2/1/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,CONSTANTEMENTE,"DIRECTIVOS, ESTUDIANTES",NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,"DEFENDERTE VIOLENTAMENTE (CON INSULTOS, GOLPES, ETC.)",NO,,NO,SI,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,NO,,,NO,NO,REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS,NO,
No,10/3/2023 18:48:59,3/2/2003,21,Mujer cis,Sí,No,Bisexual,Superior (Unversitario/Terciario),Terciario estatal,Rosario de la Frontera,A veces,Estudiantes,No,,No Experimenté Violencia/Agresiones,No,No Atravesaste Situaciones De Violencia/Discriminacion,No,,Sí,Sí,"Las Indicaciones Para El Uso De Baños (Mujer/Varón), Uniforme/Vestimenta, Las Normas Respecto Al Uso De Maquillaje Y/O Accesorios “No Correspondientes” Al Binomio Varón/Mujer",No Atravesé Situaciones De Violencia,Sí,Ninguno De Los Temas Anteriores,"Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva",No,No,Denunciar Ante La Justicia Y/U Organismos Pertinentes,No,
Sí,7/25/2024 16:24:22,1/19/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SAN ANTONIO DE LOS COBRES,CONSTANTEMENTE,ESTUDIANTES,SI,NO,"INSULTOS, APODOS, BURLAS/CHISTES, EXCLUSIÓN DE GRUPOS Y ACTIVIDADES ESCOLARES",NO,PEDIR UN CONSEJO/AYUDA A ALGÚN COMPAÑERO/A,NO,NO,NO,NO,,"EN EL AULA, PASILLOS, PATIO, CAMPO DEPORTIVO/GIMNASIO",SI,DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA,,NO,NO,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,
Sí,7/25/2024 16:24:23,11/8/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SAN ANTONIO DE LOS COBRES,CONSTANTEMENTE,"DIRECTIVOS, COORDINADORES, DOCENTES, ADMINISTRATIVOS/PRECEPTORES, PERSONAL DE MAESTRANZA, ESTUDIANTES",SI,NO,"INSULTOS, APODOS, BURLAS/CHISTES, EXCLUSIÓN DE GRUPOS Y ACTIVIDADES ESCOLARES",NO,"FALTAR A CLASES POR MIEDO, PEDIR UN CONSEJO/AYUDA A ALGÚN COMPAÑERO/A",NO,SI,NO,NO,,"EN EL AULA, PASILLOS, PATIO, BAÑOS O VESTUARIOS, CAMPO DEPORTIVO/GIMNASIO",SI,"DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,NO,"DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES, REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS, GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO",NO,
Sí,7/25/2024 16:44:54,9/20/2001,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,CONSTANTEMENTE,DOCENTES,NO,,soy heterosexual ,NO,,NO,,,NO,,,SI,,,NO,NO,turip IP IP IP ,NO,
Sí,7/25/2024 16:45:14,7/25/2000,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,CONSTANTEMENTE,ESTUDIANTES,NO,,Soy hetero,NO,,NO,,,NO,,,SI,,,NO,NO,Nada,NO,
Sí,7/25/2024 16:45:33,7/18/2006,,Mujer cis,TRUE,No,Heterosexual,PRIMARIA,SECUNDARIO ESTATAL,SALTA,CONSTANTEMENTE,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,SI,"LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN), UNIFORME/VESTIMENTA, PRÁCTICAS DEPORTIVAS SEPARADAS POR VARÓN/MUJER, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,NO,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,SI,CHARLAS INFORMATIVAS
No,10/30/2023 20:57:40,1/14/2003,21,Mujer cis,Sí,No,Bisexual,Superior (Unversitario/Terciario),Universidad privada,Salta,A veces,Estudiantes,Sí,,Burlas/Chistes,No,No Reaccionaste Ante Estas Situaciones,No,,Sí,No,,No Atravesé Situaciones De Violencia,Sí,"Identidad De Género, Orientación Sexual, Cuidados Y Prácticas Sexuales De La Diversidad Sexual-Afectiva, Violencia Por Motivo De Identidad De Género U Orientación Sexual","Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva, Lenguaje Inclusivo, Trabajo Y Educación Para Las Personas Trans/No Binares, Uso De Sanitarios, Prácticas Deportivas Inclusivas, Orientación Vocacional Para Personas Trans/No Binaries",Sí,Sí,"Organizar Campañas De Sensibilización E Información, Generar Redes De Acompañamiento Y Asesoramiento",No,
Sí,7/25/2024 16:50:29,9/29/2004,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,NO,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, INTERSEXUALIDAD, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA",,SI,SI,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,
Sí,7/25/2024 16:52:33,3/5/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,A VECES,"PERSONAL DE MAESTRANZA, ESTUDIANTES",NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,,NO,,,SI,"LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN), UNIFORME/VESTIMENTA, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",,SI,"IDENTIDAD DE GÉNERO, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,NO,NO,REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS,NO,
Sí,7/25/2024 16:52:46,4/3/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,A VECES,"DOCENTES, PERSONAL DE MAESTRANZA, ESTUDIANTES",NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,SI,"UNIFORME/VESTIMENTA, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,NO,NO,"ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN, GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO",NO,
No,11/22/2023 23:05:14,11/18/2002,21,Mujer cis,Sí,No,Bisexual,Secundaria,Universidad estatal,Salta,A veces,Estudiantes,Sí,,"Apodos, Burlas/Chistes, Acoso Sexual (Que Te Toque; Te Fotografíen; Etc.)",No,No Reaccionaste Ante Estas Situaciones,No,No,No,Sí,"Las Indicaciones Para El Uso De Baños (Mujer/Varón), Uniforme/Vestimenta, Indicar El Largo Y La Forma De Peinar El Cabello, Prácticas Deportivas Separadas Por Varón/Mujer, Organización En La Formación/Filas, Planillas De Asistencia Discriminada Por Varón/Mujer, Las Normas Respecto Al Uso De Maquillaje Y/O Accesorios “No Correspondientes” Al Binomio Varón/Mujer",En El Aula,Sí,"Identidad De Género, Orientación Sexual, Expresión De Género, Interseccionalidad, Cuidados Y Prácticas Sexuales De La Diversidad Sexual-Afectiva, Violencia Por Motivo De Identidad De Género U Orientación Sexual","Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva, Trabajo Y Educación Para Las Personas Trans/No Binares, Uso De Sanitarios, Prácticas Deportivas Inclusivas, Orientación Vocacional Para Personas Trans/No Binaries",Sí,No,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Realizar Mediaciones Entre Las Partes Involucradas, Generar Redes De Acompañamiento Y Asesoramiento",Sí,"Talleres, Capacitaciones, Encuentros"
Sí,7/25/2024 17:07:34,6/1/2007,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,LA POMA,A VECES,ESTUDIANTES,SI,,APODOS,SI,,NO,,,SI,,,SI,,,NO,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
No,3/7/2024 16:18:02,12/29/2002,21,Mujer cis,Sí,No,Bisexual,Superior (Unversitario/Terciario),Universidad estatal,Salta,A veces,Estudiantes,Sí,,"Burlas/Chistes, No Experimenté Violencia/Agresiones",No,Pedir Un Consejo/Ayuda A Algún Compañero/A,No,No,No,No,,No Atravesé Situaciones De Violencia,Sí,"Derechos De La Diversidad Sexual-Afectiva, Ninguno De Los Temas Anteriores","Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva, Prácticas Deportivas Inclusivas, ",No,Sí,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Organizar Campañas De Sensibilización E Información, Generar Redes De Acompañamiento Y Asesoramiento",No,
Sí,7/25/2024 17:18:36,6/2/2009,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,ESTUDIANTES,NO,,INSULTOS,NO,AVISAR DE ESTAS SITUACIONES EN LA CASA,NO,NO,SI,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, EXPRESIÓN DE GÉNERO, INTERSEXUALIDAD, INTERSECCIONALIDAD, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL, NUEVAS MASCULINIDADES",,SI,SI,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,
Sí,7/25/2024 17:27:08,4/15/2009,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL, NUEVAS MASCULINIDADES",,SI,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/25/2024 17:54:50,10/15/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SAN ANTONIO DE LOS COBRES,A VECES,ESTUDIANTES,NO,SI,INSULTOS,SI,NO REACCIONASTE ANTE ESTAS SITUACIONES,NO,NO,NO,SI,"LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN), UNIFORME/VESTIMENTA, ORGANIZACIÓN EN LA FORMACIÓN/FILAS",EN EL AULA,SI,IDENTIDAD DE GÉNERO,,SI,SI,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,
